name	country	gender	birthdate	birthyear	competition_years	first	last	results
Piet KNOOP	NED	M	None	None	1991	1991	1991	FA Final,4,BLM4-
Sven QUERNGESTER	NED	M	None	None	1991	1991	1991	FA Final,4,BLM4-
B. VAN DER WEIJDEN	NED	M	None	None	1992	1992	1992	FA Final,6,BLM2x
David RUDA	ISR	M	22 Sep 1937	1937	1999	1999	1999	FC Final,5,LM1x
Ming Chang TSAI	TPE	M	None	None	2003;2003;1999	1999	2003	FC Final,2,LM1x;FC Final,3,LM1x;FE Final,2,LM2x
Jamal JAMALUDDIN	INA	M	6 Dec 1977	1977	2010;2009;2007;2007;2005;2002;1999	1999	2010	FE Final,1,LM4-;FD Final,2,LM4-;FD Final,5,LM4-;FC Final,4,LM4-;FD Final,5,LM2x;FC Final,4,LM2x;FD Final,1,LM2x
Robert KUBIS	CAN	M	None	None	2000	2000	2000	FC Final,3,JM1x
Kim VAN RENTERGHEM	BEL	M	17 Feb 1982	1982	2001;2000	2000	2001	SA/B 2 Semifinal,6,BM1x;FB Final,4,JM1x
Martin PAVELKA	CZE	M	13 Jul 1982	1982	2002;2002;2000;1999	1999	2002	FA Final,6,BM4-;FB Final,4,M4-;FA Final,4,JM1x;FB Final,1,JM2x
Sigitas KLERAUSKAS	LTU	M	20 Feb 1982	1982	2007;2006;2006;2005;2005;2005;2004;2004;2003;2003;2002;2001;2000;1999	1999	2007	FD Final,6,M1x;FD Final,2,M1x;FE Final,1,M1x;FC Final,5,M2x;FC Final,3,M2x;FA Final,6,M2x;FA Final,5,BM1x;FE Final,2,M1x;FA Final,2,BM1x;FD Final,4,M1x;FA Final,4,BM1x;SA/B 2 Semifinal,5,BM1x;FA Final,2,JM1x;FC Final,5,JM1x
Simon KRAMPAC	SLO	M	None	None	1999	1999	1999	FB Final,6,JM2x
Sobastian MACIEJCZYK	POL	M	None	None	1999	1999	1999	FB Final,5,JM2x
Tomislav RUZIC	CRO	M	12 Sep 1982	1982	2003;2000;1999	1999	2003	FB Final,4,BM4x;FB Final,4,JM4x;FC Final,1,JM2x
Yaroslav HORDIYENKO	UKR	M	11 May 1983	1983	2001;2000	2000	2001	FB Final,4,JM2x;FA Final,5,JM4x
Serhiy BAZYLYEV	UKR	M	30 Jun 1982	1982	2014;2012;2010;2010;2009;2009;2004;2000;1999	1999	2014	FC Final,4,M4-;FB Final,3,M2+;FA Final,6,M8+;FA Final,5,M8+;FA Final,2,M8+;FB Final,2,M8+;FA Final,6,BM2x;FA Final,5,JM4x;FB Final,4,JM4x
Denis KHALUPENKO	UKR	M	None	None	2000;1999	1999	2000	FA Final,5,JM4x;FB Final,4,JM4x
Herman HONTAR	UKR	M	25 May 1983	1983	2010;2005;2004;2001;2000	2000	2010	FB Final,6,M2x;FA Final,3,BM4x;FA Final,6,BM2x;FA Final,5,JM4x;FA Final,5,JM4x
Andrej NIKLES	CRO	M	None	None	2000	2000	2000	FB Final,4,JM4x
David MILAKOVIC	CRO	M	None	None	2000	2000	2000	FB Final,4,JM4x
Marc HAFNER	SUI	M	5 Nov 1982	1982	2006;2006;2004;2004;2004;2003;2003;2003;2002;2002;2001;2000	2000	2006	FA Final,4,LM4x;FC Final,6,LM4-;FC Final,2,BLM4-;FB Final,6,LM2-;FA Final,3,LM2-;FC Final,6,LM4-;FB Final,6,LM4-;FB Final,5,LM4-;FB Final,2,BLM2-;FB Final,5,LM2-;H4 Heat,3,BLM1x;FB Final,3,JM4x
Marten BOSMA	NED	M	8 Oct 1982	1982	2006;2006;2003;2003;2003;2002;2002;2002;2001;2000	2000	2006	FA Final,6,LM8+;FA Final,4,LM8+;FA Final,4,LM4x;FA Final,4,LM4x;F Final,2,LM4x;FA Final,3,LM4x;F Final,1,LM4x;FA Final,3,LM4x;H3 Heat,5,BLM2x;FA Final,4,JM4x
Jurrien ROM COLTHOFF	NED	M	11 Oct 1982	1982	2006;2006;2006;2005;2005;2005;2005;2004;2004;2002;2002;2002;2002;2001;2000;1999	1999	2006	FC Final,2,M8+;FA Final,5,M8+;FA Final,4,M8+;FB Final,2,M8+;H3 Heat,4,BLM4-;FA Final,4,M8+;FA Final,4,M8+;R Repechage,4,M4+;FA Final,6,M4-;FB Final,5,M4x;FB Final,4,BM2x;FB Final,3,M4x;FB Final,3,M4x;FA Final,6,BM1x;FA Final,4,JM4x;FA Final,3,JM4x
Tjalling KNIJFF	NED	M	6 Mar 1982	1982	2005;2000	2000	2005	FA Final,3,M4+;FA Final,4,JM4x
Matthijs VAN GOOL	NED	M	24 Oct 1982	1982	2007;2006;2004;2004;2001;2000	2000	2007	FD Final,3,LM4-;FA Final,4,LM8+;FA Final,5,LM4x;FA Final,3,LM4x;H3 Heat,5,BLM2x;FA Final,4,JM4x
Jakub STENCL	CZE	M	15 Feb 1982	1982	2003;2002;2002;2002;2001;2000	2000	2003	FB Final,6,BM4x;FB Final,3,M4x;FA Final,5,M4x;FB Final,1,M4x;SA/B 1 Semifinal,4,BM1x;FA Final,3,JM4x
Jakub LITERA	CZE	M	1 Apr 1983	1983	2014;2006;2005;2005;2004;2004;2004;2003;2003;2003;2003;2002;2002;2002;2001;2000	2000	2014	FB Final,4,M8+;FD Final,1,M4-;FA Final,5,BM8+;FB Final,1,M2-;FB Final,4,M2-;FB Final,2,M8+;R Repechage,6,M8+;FB Final,5,M8+;FB Final,4,M8+;FA Final,4,M8+;FA Final,5,M8+;FB Final,3,M4x;FA Final,5,M4x;FB Final,1,M4x;FA Final,2,JM2x;FA Final,3,JM4x
Alexei GAYEVSKI	RUS	M	None	None	2000	2000	2000	FC Final,3,JM4x
Artur YOLSTIKO	RUS	M	None	None	2000	2000	2000	FC Final,3,JM4x
Mikhail SHANIN	RUS	M	None	None	2000	2000	2000	FC Final,3,JM4x
Anton KRETOV	RUS	M	30 Apr 1983	1983	2001;2000	2000	2001	FB Final,5,JM4x;FC Final,3,JM4x
Fredrik NORDBERG	NOR	M	None	None	2000	2000	2000	FD Final,2,JM4x
Lars ERIKSEN	NOR	M	None	None	2000;1999	1999	2000	FD Final,2,JM4x;FB Final,3,JM4x
Christos KALESOPOULOS	GRE	M	None	None	2001;2000	2000	2001	R2 Repechage,2,BM2x;FB Final,6,JM4x
David KAELLSTROEM	SWE	M	None	None	2000	2000	2000	FB Final,5,JM4x
Akvile PUCINSKAITE	LTU	W	None	None	2000	2000	2000	FC Final,2,JW1x
Yulya BORODINA	RUS	W	None	None	2000	2000	2000	FA Final,3,JW8+
Ekaterina TITUSHINA	RUS	W	21 May 1983	1983	2003;2002;2000	2000	2003	FA Final,5,BW4-;FA Final,3,BW4x;FA Final,3,JW8+
Yulya ANPODISTOVA	RUS	W	None	None	2000	2000	2000	FA Final,3,JW8+
Svyatlana BUTVILOVSKAYA	BLR	W	None	None	2000;1999	1999	2000	FA Final,1,JW4x;FA Final,4,JW2-
Adriana BORAC	ROU	W	None	None	2000;1999	1999	2000	FA Final,1,JW8+;FB Final,2,JW2-
Diana CHELARIU	ROU	W	None	None	2000;1999	1999	2000	FA Final,1,JW8+;FA Final,1,JW8+
Adriana DUTA	ROU	W	16 Mar 1983	1983	2002;2001;2000	2000	2002	FA Final,4,BW2-;FA Final,1,JW8+;FA Final,1,JW8+
Alina TABACARU	ROU	W	None	None	2000;1999	1999	2000	FA Final,1,JW8+;FA Final,1,JW8+
Monica DIACONU	ROU	W	None	None	2000;1999	1999	2000	FA Final,1,JW8+;FA Final,1,JW8+
Rodica SERBAN	ROU	W	26 May 1983	1983	2012;2012;2008;2008;2008;2008;2007;2007;2007;2007;2006;2006;2006;2006;2005;2005;2005;2004;2004;2004;2003;2003;2003;2003;2002;2002;2002;2001;2001;2000;1999	1999	2012	FA Final,1,W8+;FA Final,2,W8+;FA Final,1,W8+;FA Final,3,W8+;FA Final,1,W8+;FA Final,3,W8+;FA Final,1,W8+;FA Final,2,W8+;FA Final,6,W2-;FC Final,4,W2-;FA Final,6,W8+;FA Final,1,W8+;FA Final,1,W8+;FA Final,2,W8+;FA Final,2,W8+;FA Final,1,W8+;FA Final,2,W8+;FA Final,1,W8+;FA Final,3,W8+;FA Final,2,W8+;FB Final,4,W4x;FA Final,1,BW2-;F Final,1,W8+;F Final,2,W8+;F Final,3,W8+;FA Final,4,BW2-;F Final,2,W8+;FB Final,1,W4-;FA Final,2,JW2-;FA Final,1,JW8+;FB Final,2,JW2-
Ioana ROTARU	ROU	W	4 Jan 1984	1984	2012;2012;2012;2012;2008;2008;2008;2008;2007;2007;2007;2007;2006;2006;2006;2006;2005;2005;2004;2004;2004;2003;2003;2003;2002;2002;2002;2002;2001;2001;2000;1999	1999	2012	FA Final,1,W8+;FA Final,4,W8+;FA Final,2,W8+;FA Final,2,W8+;FA Final,1,W8+;FA Final,3,W8+;FA Final,1,W8+;FA Final,3,W8+;FA Final,1,W8+;FA Final,2,W8+;FA Final,6,W2-;FC Final,4,W2-;FA Final,6,W8+;FA Final,1,W8+;FA Final,1,W8+;FA Final,2,W8+;FA Final,2,W8+;FA Final,2,W8+;FA Final,1,W8+;FA Final,3,W8+;FA Final,2,W8+;FB Final,4,W4x;F Final,1,W8+;F Final,2,W8+;F Final,4,W8+;FA Final,1,JW2-;F Final,2,W8+;F Final,2,W8+;FB Final,1,W4-;FA Final,2,JW2-;FA Final,1,JW8+;FA Final,3,JW2x
Ivan PODSHIVALOV	RUS	M	4 Apr 1982	1982	2017;2017;2017;2017;2016;2016;2016;2016;2015;2015;2014;2014;2014;2012;2012;2011;2011;2011;2011;2010;2010;2007;2007;2007;2004;2004;2004;2003;2003;2002;2000	2000	2017	FB Final,5,M8+;FB Final,2,M8+;FA Final,4,M8+;FA Final,5,M4-;FA Final,6,M8+;FA Final,5,M2-;FB Final,1,M2-;FA Final,5,M2-;FA Final,5,M8+;FA Final,3,M8+;FA Final,6,M8+;FA Final,2,M8+;FA Final,2,M8+;FA Final,4,M4-;FB Final,2,M4-;F Final,4,M8+;FD Final,2,M4-;FB Final,5,M8+;FA Final,5,M8+;FB Final,5,M8+;FA Final,5,M8+;FA Final,0,M8+;FA Final,3,M8+;FA Final,4,M8+;FA Final,3,BM2x;FB Final,4,M2x;FB Final,3,M2x;FD Final,5,M2x;FA Final,5,BM2x;FB Final,2,BM4x;FC Final,6,JM1x
Marc STOFFEL	SUI	M	None	None	2000;1999	1999	2000	FB Final,2,JM1x;SE/F 1 Semifinal,1,JM1x
Balasz FEKETE	HUN	M	None	None	2000;1999	1999	2000	FC Final,2,JM1x;SC/D 2 Semifinal,1,JM1x
Domagoj JELIC	CRO	M	15 Feb 1983	1983	2001;2000;1999	1999	2001	FC Final,1,JM4x;FA Final,3,JM1x;FB Final,3,JM8+
Aleksandar KOVAC	YUG	M	None	None	2000;1999	1999	2000	FD Final,3,JM1x;SE/F 2 Semifinal,1,JM1x
Erik KRAJCAR	SLO	M	None	None	2000	2000	2000	FD Final,2,JM1x
Lars-Andreas HOLT	NOR	M	4 Oct 1983	1983	2001;2000	2000	2001	FB Final,2,JM2x;FD Final,5,JM1x
Hiu Fung LAW	HKG	M	13 Nov 1983	1983	2014;2014;2014;2011;2010;2010;2009;2009;2008;2008;2007;2007;2007;2007;2006;2006;2006;2005;2005;2005;2005;2004;2004;2004;2004;2003;2003;2003;2003;2002;2002;2002;2002;2001;2000	2000	2014	FA Final,4,LM4x;FD Final,4,LM2x;FB Final,2,LM2x;FC Final,1,LM1x;FE Final,1,M2x;FE Final,5,M1x;FD Final,4,M1x;FD Final,2,M1x;FD Final,2,M1x;FC Final,4,M1x;FC Final,6,LM1x;FC Final,5,LM1x;FC Final,3,LM1x;FD Final,5,LM1x;FC Final,3,LM1x;FB Final,1,LM1x;FC Final,5,LM1x;FC Final,2,LM1x;FB Final,4,BLM1x;FC Final,2,LM1x;FC Final,1,LM1x;FC Final,6,M1x;SC/D 2 Semifinal,3,BM1x;FD Final,1,M1x;FD Final,4,M1x;FC Final,3,LM1x;FA Final,3,BLM1x;FD Final,3,LM1x;FB Final,2,LM1x;FC Final,5,LM1x;FB Final,3,BLM1x;FD Final,1,LM1x;H2 Heat,5,LM1x;FB Final,3,JM1x;FC Final,5,JM1x
Anne BRAAKSMA	NED	M	11 Feb 1983	1983	2001;2000	2000	2001	FA Final,4,JM4x;FE Final,1,JM1x
Christoffer STENBERG	SWE	M	None	None	2000	2000	2000	FD Final,4,JM1x
Kyrillos AKRITIDES	CYP	M	None	None	2000	2000	2000	FE Final,5,JM1x
Tomas KUBLA	SVK	M	None	None	2002;2000;1999	1999	2002	FB Final,4,LM2x;FC Final,1,JM1x;FC Final,2,JM1x
Tyson WHITE	CAN	M	None	None	2000	2000	2000	FB Final,1,JM2x
Aaron KROEKER	CAN	M	8 Aug 1982	1982	2002;2000	2000	2002	SA/B 1 Semifinal,4,BM2-;FB Final,1,JM2x
Athanasios LIOLIOS	GRE	M	22 Jul 1982	1982	2007;2007;2007;2006;2006;2006;2004;2002;2001;2000	2000	2007	FB Final,4,LM4-;FB Final,3,LM2-;FB Final,1,LM2-;FC Final,3,LM4-;FA Final,6,LM4-;FC Final,5,LM2x;FB Final,3,BLM2-;SA/B 1 Semifinal,4,BLM2x;H1 Heat,3,BLM4-;FB Final,4,JM2x
Ilias PAPPAS	GRE	M	9 Apr 1982	1982	2010;2009;2009;2008;2008;2008;2008;2007;2007;2007;2007;2006;2006;2006;2004;2004;2003;2003;2003;2002;2001;2000	2000	2010	FB Final,2,LM2x;R1 Repechage,6,LM2x;FB Final,3,LM2x;FB Final,6,M2x;FA Final,3,LM1x;FA Final,5,LM1x;FB Final,3,LM4-;FB Final,4,LM4-;FC Final,1,LM4-;FB Final,5,LM4-;FA Final,1,LM1x;FA Final,5,LM1x;FB Final,6,LM1x;FB Final,1,LM2x;FB Final,1,BLM2x;FC Final,4,M2x;FC Final,6,LM1x;FC Final,4,LM4-;FB Final,6,LM4-;FA Final,4,BLM4x;FA Final,4,BLM4x;FB Final,4,JM2x
Vitali DANILOVITCH	BLR	M	None	None	2000;1999	1999	2000	FB Final,5,JM2x;FB Final,3,JM2x
Tomaz CERNE	SLO	M	2 May 1982	1982	2004;2003;2002;2001;2000;1999	1999	2004	FB Final,6,BM2x;SA/B 1 Semifinal,3,BM2-;FB Final,5,BM4x;SC/D 2 Semifinal,2,BM2x;FA Final,5,JM2x;FA Final,1,JM4x
Grega PESKAR	SLO	M	5 Sep 1982	1982	2004;2003;2003;2002;2001;2000;1999	1999	2004	FB Final,4,LM4x;FB Final,5,BLM2-;FC Final,3,LM4-;FB Final,5,BM4x;H1 Heat,2,BLM1x;FA Final,5,JM2x;SC/D 2 Semifinal,2,JM1x
Matt LANGRIDGE	GBR	M	20 May 1983	1983	2016;2016;2016;2016;2015;2015;2015;2014;2014;2014;2013;2013;2013;2012;2012;2012;2012;2011;2011;2011;2010;2010;2010;2010;2009;2009;2009;2009;2008;2008;2008;2008;2007;2007;2007;2007;2006;2006;2006;2006;2005;2005;2005;2005;2004;2004;2004;2004;2003;2003;2003;2001;2000	2000	2016	FA Final,1,M8+;FA Final,2,M8+;FA Final,4,M8+;FA Final,3,M8+;FA Final,2,M2-;FA Final,2,M2-;FA Final,1,M2-;FA Final,2,M2-;FA Final,2,M2-;FA Final,2,M8+;FB Final,3,M2x;FA Final,6,M2x;FA Final,3,M2x;FA Final,3,M8+;FA Final,3,M8+;FA Final,2,M8+;FA Final,2,M8+;FA Final,1,M4-;FA Final,1,M4-;FA Final,1,M4-;FA Final,4,M4-;FA Final,1,M4-;FA Final,3,M4-;FA Final,1,M4-;FA Final,1,M4-;FA Final,1,M4-;FA Final,3,M4-;FA Final,1,M4-;FA Final,2,M8+;FA Final,1,M8+;FA Final,3,M8+;FA Final,2,M8+;FA Final,3,M2-;FB Final,5,M2-;FA Final,1,M8+;FA Final,1,M2-;FA Final,5,M8+;FA Final,6,M8+;R1 Repechage,0,M8+;FA Final,5,M8+;FB Final,1,M4x;FA Final,3,M4x;FA Final,4,M4x;FA Final,6,M4x;FB Final,1,M2x;R1 Repechage,6,M2x;FB Final,5,M2x;FA Final,3,M2x;FB Final,3,M4x;FB Final,5,M4x;FB Final,2,M4x;FA Final,1,JM1x;FA Final,4,JM2x
Peter WELLS	HKG	M	27 May 1982	1982	2004;2003;2003;2003;2002;2002;2001;2000;1999	1999	2004	FB Final,6,M4x;FB Final,3,M4x;FB Final,5,M4x;FB Final,2,M4x;SA/B 2 Semifinal,3,BM1x;H4 Heat,6,M1x;SA/B 1 Semifinal,5,BM1x;FA Final,4,JM2x;FA Final,5,JM8+
Jakub HANAK	CZE	M	26 Mar 1983	1983	2008;2008;2008;2008;2007;2007;2007;2007;2006;2006;2005;2005;2005;2005;2004;2004;2004;2003;2003;2003;2003;2002;2002;2002;2001;2000	2000	2008	FA Final,4,M4x;FB Final,4,M4x;FA Final,5,M4x;FB Final,2,M4x;FA Final,1,M8+;FA Final,5,M4x;FA Final,3,M4x;FA Final,2,M4x;FD Final,1,M2x;FC Final,6,M2x;FA Final,4,M4x;FA Final,2,M4x;FA Final,3,M4x;FA Final,2,M4x;FA Final,2,M4x;FA Final,3,M4x;FA Final,3,M4x;FA Final,2,M4x;FA Final,4,M4x;FA Final,2,M4x;FA Final,4,M4x;FB Final,3,M4x;FA Final,5,M4x;FB Final,1,M4x;FA Final,2,JM2x;FA Final,3,JM2x
Ondrej SYNEK	CZE	M	13 Oct 1982	1982	2018;2018;2018;2017;2017;2017;2016;2016;2016;2015;2015;2015;2015;2014;2014;2014;2014;2013;2013;2013;2013;2012;2012;2012;2011;2011;2011;2010;2010;2010;2010;2010;2009;2009;2009;2009;2008;2008;2008;2008;2007;2007;2007;2007;2007;2006;2006;2006;2006;2005;2005;2005;2005;2004;2004;2004;2003;2003;2003;2003;2002;2002;2002;2002;2001;2001;2001;2000	2000	2018	FA Final,2,M1x;FA Final,3,M1x;FA Final,1,M1x;FA Final,1,M1x;FA Final,6,M1x;FA Final,1,M1x;FA Final,3,M1x;FA Final,2,M1x;FA Final,3,M1x;FA Final,1,M1x;FA Final,5,M1x;FA Final,4,M1x;FA Final,2,M1x;FA Final,1,M1x;FA Final,2,M1x;FA Final,2,M1x;FA Final,1,M1x;FA Final,1,M1x;FA Final,1,M1x;FA Final,1,M1x;FA Final,1,M1x;FA Final,2,M1x;FA Final,1,M1x;FA Final,1,M1x;FA Final,2,M1x;FA Final,1,M1x;FA Final,1,M1x;FA Final,1,M1x;FA Final,1,M1x;FA Final,1,M1x;FA Final,1,M1x;FA Final,1,M1x;FA Final,3,M1x;FA Final,6,M1x;FA Final,4,M1x;FB Final,1,M1x;FA Final,2,M1x;FA Final,2,M1x;FA Final,1,M1x;FA Final,2,M1x;FA Final,1,M8+;FA Final,2,M1x;FA Final,3,M1x;FA Final,1,M1x;FA Final,1,M1x;FA Final,3,M1x;FA Final,3,M1x;FC Final,1,M1x;FA Final,5,M1x;FA Final,3,M1x;FA Final,1,M1x;FA Final,3,M1x;FA Final,1,M1x;FA Final,5,M2x;FA Final,3,M2x;FA Final,4,M2x;FA Final,3,M2x;FA Final,1,M2x;SA/B 1 Semifinal,1,M2x;FA Final,2,M2x;FA Final,5,M2x;FA Final,1,M2x;FA Final,2,M2x;FA Final,2,M2x;FB Final,5,M4x;FA Final,5,M4x;FA Final,5,M4x;FA Final,3,JM2x
Mario VEKIC	CRO	M	27 Dec 1982	1982	2015;2015;2015;2014;2014;2014;2012;2012;2011;2011;2011;2011;2010;2010;2010;2010;2010;2009;2009;2009;2008;2008;2008;2008;2007;2007;2007;2007;2006;2006;2006;2005;2005;2005;2004;2004;2004;2003;2003;2003;2003;2002;2002;2001;2000;1999	1999	2015	FE Final,3,M2-;FC Final,4,M2-;FB Final,2,M4x;FE Final,4,M1x;FB Final,1,M4-;FB Final,4,M4-;FC Final,3,M1x;FA Final,2,M1x;FA Final,3,M1x;FC Final,4,M1x;FB Final,3,M1x;FA Final,5,M1x;FC Final,4,M1x;FB Final,3,M2x;FE Final,2,M1x;FB Final,6,M1x;FC Final,3,M1x;FA Final,3,M1x;FB Final,6,M4-;FC Final,6,M1x;FA Final,6,M4x;FB Final,6,M2x;FB Final,2,M2x;FA Final,4,M2x;FA Final,2,M2x;FB Final,1,M2x;FB Final,2,M2x;FC Final,2,M2x;FB Final,2,M2x;FB Final,4,M2x;FD Final,4,M1x;FB Final,2,M2x;FD Final,3,M2x;FB Final,6,M2x;FA Final,1,BM4-;FC Final,1,M4-;FA Final,6,M8+;FB Final,3,M8+;FC Final,4,M1x;FB Final,3,M1x;FB Final,6,M1x;FC Final,4,M2x;FA Final,5,BM2x;SC/D 1 Semifinal,2,BM1x;FA Final,2,JM2x;FC Final,1,JM4-
Giuseppe DE VITA	ITA	M	4 Jun 1982	1982	2013;2012;2009;2009;2009;2008;2008;2007;2007;2007;2007;2006;2006;2006;2005;2005;2005;2004;2004;2004;2003;2003;2003;2002;2002;2002;2002;2001;2001;2000;1999	1999	2013	FB Final,3,M2-;FB Final,1,M2-;FA Final,6,M2+;FA Final,6,M8+;FA Final,1,M8+;SA/B 2 Semifinal,5,M2-;FA Final,5,M2-;FA Final,3,M2-;FC Final,3,M8+;FA Final,4,M4-;FB Final,3,M2-;FB Final,2,M2-;FC Final,1,M4-;FB Final,1,M4-;FB Final,1,M4-;FA Final,5,M4-;FA Final,2,M4-;FB Final,2,M2-;FA Final,1,M2-;FA Final,1,M2-;FA Final,5,M2-;FA Final,1,M2-;FA Final,2,M2-;FB Final,5,M2-;FA Final,1,BM2-;FB Final,1,M2-;FA Final,6,M2-;R3 Repechage,5,M1x;SA/B 2 Semifinal,6,BM2x;FA Final,1,JM2x;FA Final,4,JM2x
Nicola MORICONI	ITA	M	19 May 1982	1982	2007;2007;2007;2006;2005;2004;2004;2004;2004;2003;2003;2003;2002;2002;2001;2001;2001;2000;1999	1999	2007	FA Final,3,LM8+;FA Final,2,LM8+;FA Final,5,LM2-;FB Final,5,LM4-;FA Final,1,LM8+;FB Final,6,LM2x;FA Final,2,LM2-;FA Final,1,LM2-;FA Final,1,LM2-;F Final,5,LM8+;F Final,2,LM8+;FB Final,3,M8+;F Final,1,LM8+;FA Final,1,BLM2x;FA Final,4,LM8+;FB Final,2,LM2-;H1 Heat,3,BLM1x;FA Final,1,JM2x;SE/F 1 Semifinal,4,JM1x
Brian ANDERSEN	NOR	M	24 Feb 1983	1983	2002;2001;2000	2000	2002	FB Final,4,BM4x;FB Final,2,JM2x;FB Final,6,JM2x
Sergej TSYATKO	UKR	M	None	None	2000;1999	1999	2000	FB Final,2,JM2x;FB Final,4,JM4x
Dmytro PROKOPENKO	UKR	M	7 Apr 1982	1982	2011;2010;2010;2010;2010;2009;2009;2008;2008;2008;2007;2007;2007;2006;2006;2005;2005;2005;2005;2003;2003;2003;2002;2002;2002;2001;2000	2000	2011	FB Final,1,M8+;FB Final,4,M8+;FA Final,3,M8+;FA Final,6,M8+;FA Final,5,M8+;FA Final,2,M8+;FB Final,2,M8+;FB Final,2,M8+;FA Final,5,M4x;FC Final,6,M2x;FB Final,1,M1x;FA Final,6,M4x;FA Final,5,M4x;FA Final,2,M4x;FA Final,4,M4x;FA Final,5,M2x;FA Final,5,M2x;FA Final,3,M2x;FA Final,5,M4x;FC Final,1,M4x;FB Final,1,M4x;FB Final,1,M4x;FB Final,6,M2x;FA Final,5,M2x;FB Final,3,M2x;H2 Heat,3,BM4x;FB Final,2,JM2x
Kenji FUNADA	JPN	M	27 Dec 1983	1983	2004;2002;2001;2000	2000	2004	FB Final,6,BLM2x;FA Final,5,BLM4x;FB Final,3,JM4x;FD Final,6,JM1x
Michal STAWOWSKI	POL	M	11 Jan 1983	1983	2009;2008;2008;2008;2008;2008;2007;2007;2007;2007;2007;2006;2006;2006;2006;2005;2005;2005;2004;2004;2003;2001;2000;1999	1999	2009	FA Final,2,M2+;FA Final,3,M8+;FA Final,5,M8+;FA Final,3,M8+;FA Final,6,M8+;FB Final,4,M8+;FA Final,2,M8+;FA Final,5,M8+;FB Final,3,M8+;FA Final,6,M8+;FB Final,5,M8+;FA Final,6,M8+;FA Final,3,M8+;FA Final,4,M8+;FA Final,2,M8+;FA Final,5,M8+;FA Final,3,M8+;FA Final,6,M8+;FB Final,2,M8+;R Repechage,5,M8+;FA Final,5,BM8+;FC Final,4,JM2x;FD Final,1,JM1x;SC/D 2 Semifinal,3,JM4x
Igor KUZMIN	EST	M	23 Nov 1982	1982	2011;2010;2010;2010;2009;2009;2009;2009;2008;2008;2008;2007;2007;2007;2007;2006;2006;2006;2005;2005;2004;2004;2004;2004;2003;2003;2003;2002;2002;2002;2002;2000	2000	2011	H2 Heat,6,M2x;FB Final,2,M4x;FC Final,6,M1x;FC Final,2,M1x;FB Final,2,M4x;FB Final,4,M4x;FB Final,2,M4x;FB Final,4,M2x;FB Final,3,M4x;FB Final,1,M4x;FB Final,1,M4x;FA Final,5,M4x;FB Final,2,M4x;FB Final,5,M4x;FA Final,3,M2x;FA Final,3,M4x;FA Final,6,M2x;FB Final,1,M2x;FC Final,1,M2x;FD Final,5,M1x;FB Final,3,M4x;FB Final,4,M4x;FA Final,2,M4x;FA Final,4,M4x;FB Final,3,M2x;FC Final,1,M2x;FB Final,5,M4x;FB Final,1,M4x;FB Final,1,BM2x;FA Final,4,M4x;FA Final,5,M4x;FB Final,6,JM1x
Tudor APOSTEANU	ROU	M	7 Mar 1982	1982	2000	2000	2000	FE Final,2,JM1x
Bandad DJONAI	GER	M	None	None	1999;1999	1999	1999	FA Final,2,BLM4x;F Final,5,LM4x
Jochen JANSEN	NED	M	None	None	1991;1994;1993;1992;1992;1989	1989	1994	FB Final,1,BM4-;FA Final,3,M4+;FB Final,1,M4+;FA Final,5,JW4x;FB Final,1,BM4-;FB Final,4,JM4x
Pim VOS	NED	M	None	None	1995;1994;1993;1990;1989	1989	1995	FB Final,2,M2-;FA Final,3,M4+;FB Final,1,M4+;FA Final,4,BM4-;FA Final,5,BM8+
Simon WEBB	GBR	M	None	None	1985;1983	1983	1985	FB Final,4,BM2x;FB Final,3,JM8+
David WEBB	GBR	M	21 Apr 1943	1943	1999;1977	1977	1999	FA Final,2,LM8+;FB Final,4,M2+
Lars JANSEN	NOR	M	10 Feb 1984	1984	2001;2000	2000	2001	FD Final,3,JM1x;FD Final,2,JM4x
Tore MOLLAN	NOR	M	None	None	2000	2000	2000	FD Final,2,JM4x
Hidetoshi KAWAMOTO	JPN	M	25 Jul 1983	1983	2001;2000	2000	2001	FB Final,3,JM4x;FC Final,5,JM4x
Osamu ITO	JPN	M	17 Jan 1984	1984	2002;2001;2000	2000	2002	FB Final,5,JM4x;FB Final,3,JM4x;FC Final,5,JM4x
Kohei HAMANAKA	JPN	M	None	None	2000	2000	2000	FC Final,5,JM4x
Ivailo KUNZOV	BUL	M	11 Jan 1983	1983	2003;2003;2001;2000	2000	2003	FC Final,2,BLM2x;FC Final,5,LM2x;FA Final,4,JM2x;FC Final,2,JM4x
Martin YANAKIEV	BUL	M	8 Mar 1983	1983	2008;2008;2007;2007;2007;2006;2006;2005;2005;2005;2005;2003;2003;2003;2002;2002;2001;2000;1999	1999	2008	FA Final,6,M1x;FB Final,4,M2x;SC/D 2 Semifinal,6,M2x;FB Final,4,M1x;FE Final,3,M1x;FA Final,5,M2x;FD Final,2,M1x;FA Final,4,M2x;FB Final,6,M2x;FA Final,5,M2x;FD Final,1,M1x;FE Final,2,M1x;FC Final,1,M1x;FD Final,6,M1x;FC Final,4,M2x;H3 Heat,6,M1x;FA Final,4,JM1x;FC Final,2,JM4x;FC Final,6,JM4x
Konstantin IVANOV	BUL	M	None	None	2000	2000	2000	FC Final,2,JM4x
